,name,url,short_desc,num_reviews,rating_overall,rating_word,cuisine,address,time,check,tags,desc,kitchen_rating,interior_rating,service_rating
1617,Radio Ireland,https://www.restoclub.ru/spb/place/radio-ireland-1,Традиционный ирландский паб у Адмиралтейства,6,7.2,Хорошо,"смешанная, европейская",пр. Адмиралтейский 8,Пн–Вс: 12:00 — 02:00,1100,"спортивные трансляции, завтрак, бизнес-ланч","Традиционный ирландский паб у Адмиралтейства. Интерьер позитивный, не слишком мрачный, с цветными абажурами и контрастной обивкой. В меню много мясных блюд и около 15 сортов разливного пива.            спортивные трансляциизавтракбизнес-ланч",7.8,8.3,5.6
1618,Раковая,https://www.restoclub.ru/spb/place/rakovaja,Филиал московского паба со специализацией на раках на Малом проспекте П.С.,4,6.8,Неплохо,"крабы, русская, чешская, рыба и морепродукты, крафтовое пиво",Малый проспект П.С. 16,"Пт–Сб: 12:00 — 02:00, Пн–Чт: 12:00 — 01:00, Вс: 12:00 — 01:00",1500,"спортивные трансляции, завтрак","Филиал московского паба со специализацией на раках на Малом проспекте П.С. Петербургская «Раковая» почти ничем не отличается от столичной: в меню представлен большой раздел с мидиями и закусками из рыбы и морепродуктов, а флагманскую часть заняли раки. Титульное блюдо в пабе готовят на развес в семнадцати вариациях: в аджике, в пиве, в квасе, в молоке, в меду, в белом вине и в других соусах. В барной карте представлено порядка 30 сортов разливного пива, включая отечественные крафтовые сорта.            спортивные трансляциизавтрак",6.6,6.9,7.0
1619,Ring O'Bells,https://www.restoclub.ru/spb/place/ring-o-bells,Типичный паб с футбольными трансляциями и рок-н-роллом,44,7.2,Хорошо,"стейки, смешанная",ул. Колокольная 4,Пн–Вс: 12:00 — 05:00,1200,"живая музыка, спортивные трансляции, настольные игры","Типичный паб с футбольными трансляциями и рок-н-роллом. В меню представлены блюда европейской, русской, американской и мексиканской кухни и большое разнообразие пивных закусок. В барной карте 22 сорта разливного пива. По выходным здесь проходят живые концерты.            живая музыкаспортивные трансляциинастольные игры",7.4,7.5,7.0
1620,Русский чай,https://www.restoclub.ru/spb/place/russkij-chaj,ресторан,14,7.3,Хорошо,русская,ул. Радищева 2/10,Пн–Вс: 12:00 — 22:00,850,"за городом, детское меню, настольные игры",за городомдетское менюнастольные игры,7.2,7.5,7.4
1621,Стрельна,https://www.restoclub.ru/spb/place/strelna,Загородный банкетный ресторан у Константиновского парка,22,7.0,Хорошо,"европейская, кавказская",ш. Санкт-Петербургское 58-А,Пн–Вс: 11:00 — 00:00,1500,"за городом, панорамный вид, детское меню, караоке, живая музыка","Загородный банкетный ресторан у Константиновского парка. Есть три зала разной вместимости — на 20, 80 и 200 мест, а также летняя терраса с видом на Константиновский дворец. Фишка — наличие бассейна с живой рыбой; ее можно заказать на ужин.            за городомпанорамный виддетское менюкараокеживая музыка",7.0,7.6,6.4
1622,Shannon,https://www.restoclub.ru/spb/place/shannon-1,Сетевой классический ирландский паб,26,7.2,Хорошо,"смешанная, европейская",В.О. 5-я линия 54,"Пн–Чт: 12:00 — 01:00, Пт–Сб: 12:00 — 03:00, Вс: 12:00 — 01:00",1200,"живая музыка, спортивные трансляции","Сетевой классический ирландский паб. Узнаваемый пабный интерьер: зеленые обои, темное дерево. В меню – стейки, шашлык на углях и всевозможные пивные закуски. Барная карта может похвастаться 70 сортами виски, 10 – разливного пива, сидром и коктейлями. Летом работает открытая терраса.            живая музыкаспортивные трансляции",7.5,7.4,7.1
1623,TerraCotta,https://www.restoclub.ru/spb/place/terracotta,ресторан,3,7.3,Хорошо,"европейская, индийская",пер. Перекупной 3,Пн–Вс: 11:00 — 23:00,900,,,7.5,6.7,7.7
1624,Holy Ribs,https://www.restoclub.ru/spb/place/holy-ribs,Барбекю-бар со специализацией на ребрах от команды миттерии Chuck,9,6.2,Неплохо,американская,ул. Жуковского 12,Пн–Вс: 15:00 — 00:00,1000,,"Барбекю-бар со специализацией на ребрах от команды миттерии Chuck. Во главе меню — говяжьи и свиные ребрышки. Их здесь готовят на разный манер: копченые, томленые, в кленовом сиропе и даже шоколадные. В дополнение к основным блюдам есть бургеры, салаты вроде картофельного и коул-слоу, закуски в американском стиле. В барной карте — бутылочное пиво известных марок, вино и коктейли. Интерьер заведения с окнами на улицу Жуковского выполнен в индустриальном стиле: серые бетонные стены, деревянная мебель, металл.",6.8,6.1,6.1
1625,Hookah Time,https://www.restoclub.ru/spb/place/hookah-time,Кальянная с урбанистичным интерьером в центре города,8,7.2,Хорошо,,пр. Чернышевского 10,Пн–Вс: 12:00 — 06:00,1000,"кальян, спортивные трансляции, настольные игры","Кальянная с урбанистичным интерьером в центре города. Пространство Hookah Time выполнено в индустриальном стиле: металл, бетон, кирпичная кладка и дерево. Расположиться можно в одном из двух залов на 28 или 25 посадочных мест. К бестабачному кальяну здесь предлагают взять клюквенный чай с корицей, кофе или смузи из малины и мяты. Подают и фреши, вино, игристое, коктейли и крепкий алкоголь. На трех телевизионных панелях показывают спортивные трансляции со звуком; есть игровая приставка и настольные игры.            кальянспортивные трансляциинастольные игры",6.4,7.6,7.5
1626,Чайный дом,https://www.restoclub.ru/spb/place/chajnyj-dom-1,Кафе в восточном стиле на Рубинштейна,32,7.1,Хорошо,"восточная, европейская",ул. Рубинштейна 13,Пн–Вс: 13:00 — 02:00,1100,"кальян, настольные игры, бизнес-ланч","Кафе в восточном стиле на Рубинштейна. В основном меню «Чайного дома» собраны вегетарианские блюда. Есть овощные супы, шашлыки из соевого мяса и салаты с сыром тофу. Здесь же можно попробовать индийские специалитеты вроде картофельных лепешек или пудинга из манки с добавлением орехов. Главная особенность кафе — чайная коллекция, в которой представлено более 50 сортов. Наряду с классическим ассамом в список вошли оригинальные наименования: катуаба из тонкой коры можжевельника или мате из листьев парагвайского
падуба. Регулярно в «Чайном доме» проводят чайные церемонии.            кальяннастольные игрыбизнес-ланч",7.0,7.6,7.0
1627,Alazani,https://www.restoclub.ru/spb/place/alazani,кафе,16,6.7,Неплохо,"грузинская, смешанная, европейская",наб. канала Грибоедова 78,"Пн–Пт: 11:00 — 00:00, Сб–Вс: 12:00 — 00:00",900,"живая музыка, настольные игры",живая музыканастольные игры,7.2,6.2,6.2
1628,Барслона,https://www.restoclub.ru/spb/place/barslona-1,Сетевой испанский тапас-бар с хулиганской атмосферой,46,6.4,Неплохо,"коктейли, смешанная, европейская, испанская",ул. Рубинштейна 26,Пн–Вс: 12:00 — 06:00,1100,"настольные игры, бизнес-ланч","Сетевой испанский тапас-бар с хулиганской атмосферой. Популярные демократичные заведения для самой разной публики, объединенной одним настроением и одной целью – выпить и повеселиться. Тут всегда шумно и либерально, а вокруг смесь футбольно-пивной тематики с семейно-домашней, уютные абажуры и тарелочки на стенах. В меню – как испанские, так и общеевропейские блюда, много пива и сангрии.            настольные игрыбизнес-ланч",6.3,7.2,6.3
1629,Волконский,https://www.restoclub.ru/spb/place/volkonskij,Сетевая пекарня-кондитерская во французском стиле на Каменноостровском проспекте,24,7.0,Хорошо,"смешанная, торты на заказ, европейская",пр. Каменноостровский 8,Пн–Вс: 08:00 — 22:00,950,"детское меню, завтрак","Сетевая пекарня-кондитерская во французском стиле на Каменноостровском проспекте. «Волконский» — проект семейной пары Стефани и Александра Гарез. Хлебом и выпечкой здесь руководит мсье Фабрис Рено — потомственный французский пекарь. Фабрис начал свое обучение с 15 лет, объездив все регионы Франции, набираясь опыта. За стеклянными витринами пекарни можно найти круассаны, киши, шоссоны и даниши. В течение всего дня в пекарне «Волконский» действуют завтраки: подают гранолу, яйца пашот, сырники и каши. В пару к каждому блюду идет чашка кофе или чая на выбор. Из основного меню можно попробовать пасту, крем супы. Интерьер заведения оформлен в духе сдержанной европейской элегантности.            детское менюзавтрак",6.4,7.7,6.9
1630,Дуэты,https://www.restoclub.ru/spb/place/dujety-1,Демократичный караоке-клуб на улице Белинского,16,6.5,Неплохо,"коктейли, стейки, стритфуд, европейская",ул. Белинского 11,Пн–Вс: 18:00 — 06:00,1500,"здесь танцуют, караоке, живая музыка, dj, кальян","Демократичный караоке-клуб на улице Белинского. В заведении работает основной зал на 50 человек и семь VIP-кабинок на 25 гостей. Везде установлено профессиональное звуковое и световое оборудование. В меню сделали акцент на европейские блюда. Попробовать можно свиную вырезку с клюквенным соусом, говядину по-провански, фирменные колбаски от шефа, к пиву подают закуски. Любители фастфуда могут заказать сэндвичи. Караоке доступно каждый день, а по пятницам и субботам в «Дуэтах» проходят дискотеки.            здесь танцуюткараокеживая музыкаdjкальян",6.7,6.2,6.6
1631,Ионотека,https://www.restoclub.ru/spb/place/ionoteka,Неформальный бар-клуб с вечеринками и «треш»-атмосферой,11,6.1,Неплохо,,"пр. Лиговский 50, корп. 16",Пн–Вс: 19:00 — 07:00,1000,,"Неформальный клуб с вечеринками и «треш»-атмосферой. Большой зал, минимум мебели и сцена для артистов. Часто выступают молодые коллективы из ближнего зарубежья. В меню коктейли и алкоголь по доступным ценам и закуски.",6.9,6.8,5.9
1632,Casual Сafe,https://www.restoclub.ru/spb/place/casual-safe,"кафе, ресторан",11,7.0,Хорошо,"смешанная, европейская",ул. Льва Толстого 9,Пн–Вс: 12:00 — 23:00,850,"детское меню, завтрак, бизнес-ланч",детское менюзавтракбизнес-ланч,6.7,8.5,5.5
1633,Chez Jules,https://www.restoclub.ru/spb/place/chez-jules,кафе,19,6.9,Неплохо,смешанная,ул. Гангутская 16,"Пн–Пт: 09:00 — 23:00, Сб: 10:00 — 23:00, Вс: 11:00 — 23:00",900,бизнес-ланч,бизнес-ланч,7.3,6.3,7.0
1634,Lambicus,https://www.restoclub.ru/spb/place/lambikus,Кафе-бар с акцентом на фруктовые сорта пива на улице Радищева,6,7.1,Хорошо,"стейки, европейская, чешская",ул. Радищева 32,"Пт–Сб: 12:00 — 02:00, Вс: 12:00 — 00:00, Пн–Чт: 12:00 — 00:00",1500,"dj, спортивные трансляции","Кафе-бар на улице Радищева. Небольшое меню Lambicus включает классические европейские салаты, домашние колбаски, горячие блюда из рыбы и мяса. Есть пивные закуски вроде гренок, картофельных шариков с начинкой и начосов. На десерт можно попробовать фирменную панакоту, которую делают из вишневого эля. В барной карте представлено около 20 сортов разливного пива зарубежных производителей. Например, английский медовый портер, бельгийский темный дюбель с нотками корицы, фруктовое пиво и лагеры. По выходным в баре играют диджеи на виниле.            djспортивные трансляции",6.8,7.1,8.4
1635,Mint Music Bar,https://www.restoclub.ru/spb/place/mint-music-bar,Бар-клуб с европейской кухней на углу Литейного и Некрасова,9,7.4,Хорошо,европейская,пр. Литейный 36,Пн–Вс: 11:00 — 07:00,1400,"караоке, dj, кальян, бизнес-ланч",Бар-клуб с европейской кухней на углу Литейного и Некрасова. Основные музыкальные направления в «Минт мьюзик бар» — хаус и электро. Каждые выходные в баре проходят танцевальные вечеринки с диджей-сетами. Основу компактного меню составили европейские блюда. На старт идут тартар и легкие салаты с овощами и цыпленком-гриль. На горячее подают стейки и бургеры. В барной карте акцент сделан на шоты и классические лонг-коктейли. Есть небольшая подборка крепкого алкоголя.            караокеdjкальянбизнес-ланч,7.4,7.7,8.3
1636,New York City Cafe,https://www.restoclub.ru/spb/place/nju-jork-siti-kafe,Ресторан с множеством отсылок к Нью-Йорку в интерьере,17,6.3,Неплохо,"американская, смешанная, бургеры, европейская",пр. Тореза 21,Пн–Вс: 12:00 — 00:00,1300,"детское меню, живая музыка, шоу-программа, спортивные трансляции, настольные игры","Ресторан с множеством отсылок к Нью-Йорку в интерьере.  Атмосферу «Большого яблока» создают эмблемы нью-йоркских пекарен, названия улиц и панорамы города на стенах. Фоном звучат произведения  Фрэнка Синатры, Элвиса Пресли, Эллы Фицджеральд. В меню найдутся блюда итальянской, американской, европейской и даже грузинской кухни.            детское менюживая музыкашоу-программаспортивные трансляциинастольные игры",5.6,6.9,6.7
1637,Пенаты,https://www.restoclub.ru/spb/place/penaty,ресторан,15,7.0,Хорошо,"смешанная, европейская",ш. Приморское 411а,"Пн–Пт: 10:00 — 23:00, Сб–Вс: 10:00 — 00:00",1000,"за городом, детское меню, завтрак",за городомдетское менюзавтрак,7.2,6.7,7.1
1638,«Пивная кружка» в Колпино,https://www.restoclub.ru/spb/place/pivnaja-kruzhka-kolpino,ресторан,8,7.1,Хорошо,"смешанная, европейская",ул. Анисимова 5 корп. 5 лит. А,"Пт–Сб: 11:00 — 02:00, Вс: 11:00 — 00:00, Пн–Чт: 11:00 — 00:00",950,"за городом, спортивные трансляции, бизнес-ланч, доставка",за городомспортивные трансляциибизнес-ланчдоставка,9.0,6.7,6.8
1639,Rustaveli,https://www.restoclub.ru/spb/place/rustaveli-1,кафе,9,6.9,Неплохо,грузинская,П.С. пр. Большой 74/1,Пн–Вс: 10:00 — 23:30,900,,,7.5,6.9,6.3
1640,Сибирская корона,https://www.restoclub.ru/spb/place/sibirskaja-korona-1,Российский паб с живой музыкой по выходным,23,6.6,Неплохо,"смешанная, европейская",пр. Невский 66,"Вс: 10:00 — 00:30, Пн–Сб: 10:00 — 06:00",1150,"живая музыка, спортивные трансляции, настольные игры, бизнес-ланч",живая музыкаспортивные трансляциинастольные игрыбизнес-ланч,6.4,7.6,6.3
1641,Скандинавия,https://www.restoclub.ru/spb/place/skandinavija,"ресторан, семейный ресторан",8,6.7,Неплохо,"смешанная, европейская",ул. Парковая 16,"Пт–Вс: 12:00 — 00:00, Пн–Чт: Выходной",1350,"при отеле, за городом, детское меню, детская комната, живая музыка",при отелеза городомдетское менюдетская комнатаживая музыка,6.3,8.1,6.2
1642,Steak Bar Sobolev,https://www.restoclub.ru/spb/place/steak-bar-sobolev,стейк-хаус,6,7.2,Хорошо,"смешанная, европейская",ул. Гороховая 46,Пн–Вс: 12:00 — 23:30,1000,"спортивные трансляции, настольные игры, бизнес-ланч",спортивные трансляциинастольные игрыбизнес-ланч,7.0,7.1,7.4
1643,Tara Brooch,https://www.restoclub.ru/spb/place/tara-bruch,Круглосуточный ирландский паб с демократичной атмосферой,73,6.8,Неплохо,"смешанная, европейская",ул. 2-я Советская 18,Пн–Вс: Круглосуточно,950,"живая музыка, спортивные трансляции, настольные игры, бизнес-ланч, кабинки","Круглосуточный ирландский паб с демократичной атмосферой. Весь бар – череда маленьких закутков с полукабинками, низкими потолками и домашним уютом. В основном зале есть большой экран для трансляций и дартс, иногда проходят концерты, тематические вечеринки и соревнования по алкошашкам.            живая музыкаспортивные трансляциинастольные игрыбизнес-ланчкабинки",6.5,8.0,5.9
1644,Foggy Dew,https://www.restoclub.ru/spb/place/foggy-dew-2,паб,26,7.1,Хорошо,"смешанная, европейская",пр. Московский 182,Пн–Вс: 12:00 — 02:00,1200,"спортивные трансляции, бизнес-ланч",спортивные трансляциибизнес-ланч,6.3,8.0,6.7
1645,Фу Ченг,https://www.restoclub.ru/spb/place/fu-cheng,ресторан,17,7.0,Хорошо,китайская,пр. Косыгина 34/1,Пн–Вс: 12:00 — 00:00,900,бизнес-ланч,бизнес-ланч,8.1,5.5,7.4
1646,Хлеб насущный,https://www.restoclub.ru/spb/place/hleb-nasushhnyj-18,Кафе-пекарня бельгийского происхождения рядом с Казанским собором,2,7.2,Хорошо,европейская,пр. Невский 27-29,"Сб–Вс: 08:00 — 23:00, Пн–Пт: 07:00 — 23:00",950,,"Кафе-пекарня бельгийского происхождения рядом с Казанским собором. Помимо бездрожжевой выпечки и хлеба, приготовленного по классическим рецептам, здесь предлагают меню завтраков и ланчей, а также большой выбор салатов, закусок и основных блюд, в основном характерных для франко-бельгийской кухни. Среди них много вегетарианских позиций. Десертная карта, среди прочего, включает около десяти разновидностей эклеров. Из напитков можно заказать кофе, чай, французский сидр или вино, представленное как по бокалам, так и в бутылках. В интерьере — состаренная деревянная мебель и пол, витрина с пирожными и выпечкой, сводчатые потолки, аккуратные меловые доски и декоративный камин.",7.0,7.0,7.5
1647,Цезарь,https://www.restoclub.ru/spb/place/cezar,ресторан,10,7.2,Хорошо,"смешанная, европейская",ул. Купчинская 1/5,Пн–Вс: 11:00 — 00:00,1500,"живая музыка, спортивные трансляции, парковка",живая музыкаспортивные трансляциипарковка,7.0,8.1,6.6
1648,Акварель,https://www.restoclub.ru/spb/place/akvarel-1,Загородный ресторан на берегу Финского залива,5,7.0,Хорошо,"смешанная, европейская",ш. Приморское 47 км,"Пн–Чт: 10:00 — 22:00, Пт–Сб: 10:00 — 02:00, Вс: 10:00 — 22:00",1100,"при отеле, за городом, панорамный вид, детское меню, караоке","Загородный ресторан на берегу Финского залива. Ресторан располагается на территории базы отдыха «Окуневая» в 1,5 км от поселка Озерки и занимает отдельно стоящий одноэтажный коттедж на песчаном берегу тихой бухты. Заведение оформлено в загородном стиле с элементами морской и охотничьей тематики: здесь ротанговая мебель, много дерева теплых светлых оттенков, охотничьи трофеи на стенах и медные лампы. В ресторане есть бильярдный стол, можно заказать бестабачный кальян. В меню вошли блюда из дичи, паста, европейские классические салаты, сытные супы вроде борща и солянки, блюда на гриле. В приготовлении ряда блюд используются фермерские продукты, а  молоко, творог, сало и яйца можно приобрести в ресторане с собой. Кроме этого, в «Акварели» действует детское меню.            при отелеза городомпанорамный виддетское менюкараоке",6.5,7.2,7.5
1649,Ачарули,https://www.restoclub.ru/spb/place/acharuli,Грузинский ресторан на Оранжерейной улице в Пушкине,2,6.3,Неплохо,"грузинская, шашлыки, кавказская","г. Пушкин, Оранжерейная ул. 12",Пн–Вс: 11:00 — 23:00,900,"за городом, детское меню, кальян, доставка","Грузинский ресторан на Оранжерейной улице в Пушкине. Кухней в «Ачарули» руководит шеф-повар Мариам Джапошвили из Грузии. В меню ресторана она собрала традиционные блюда — от пряных баклажанов с орехами до цыпленка табака. Хачапури выпекают четырех видов, в их числе — классическая «лодочка» с сулугуни и авторский аджарули с лососем. Для детей подготовили спецпредложение с супами и кашами. По части напитков в ресторане «Ачарули» упор ожидаемо сделан на грузинские вина. Помимо этого, есть небольшая линейка классических коктейлей.            за городомдетское менюкальяндоставка",6.0,7.0,6.0
1650,Big Wine Freaks,https://www.restoclub.ru/spb/place/big-wine-freaks,Ультрасветский шампань-бар с вечеринками и модной публикой,11,6.3,Неплохо,"смешанная, европейская",ул. Инструментальная 3,"Вс: 18:00 — 01:00, Пн–Чт: 18:00 — 01:00, Пт–Сб: 18:00 — 03:00",1200,dj,"Ультрасветский шампань-бар с вечеринками и модной публикой. Интерьер выполнен в лофтовой стилистике, с большим количеством стекла, металла и дерева. В главном зале на фоне необработанного кирпича ярко выделяется широкая, изогнутая барная стойка и несколько больших хрустальных светильников, низко свисающих с потолка. Главное достоинство бара — обширная винная карта с акцентом на биодинамических винах и авторском шампанском.            dj",6.5,8.3,4.1
1651,Ботаника,https://www.restoclub.ru/spb/place/botanika,Вегетарианское кафе в двух шагах от Летнего сада,29,6.6,Неплохо,вегетарианская,ул. Пестеля 7,Пн–Вс: 11:00 — 22:00,850,"детская комната, настольные игры, бизнес-ланч, камин","Вегетарианское кафе в двух шагах от Летнего сада. В меню заведения несколько разделов — индийский, итальянский и японский, — а блюда готовят согласно диетическим принципам Аюрведы. Тут есть детская комната, а из панорамных окон открывается замечательная перспектива Соляного переулка. В элегантном интерьере кафе нередко проводятся художественные выставки.            детская комнатанастольные игрыбизнес-ланчкамин",6.6,6.8,6.5
1652,Горный Орел,https://www.restoclub.ru/spb/place/gornyj-orel,Большой ресторан с помпезным интерьером в Александровском парке,45,6.2,Неплохо,"смешанная, европейская",парк Александровский 1-а,Пн–Вс: 12:00 — 00:00,900,"детское меню, караоке, живая музыка, бизнес-ланч","Большой ресторан с помпезным интерьером в Александровском парке. Высокие арки, массивные колонны, статуи, лепнина – всего пять залов, скорее банкетного типа. Меню огромное, сочетает в себе русские и грузинские блюда.            детское менюкараокеживая музыкабизнес-ланч",5.9,7.5,5.9
1653,Куракина дача,https://www.restoclub.ru/spb/place/kurakina-dacha,,12,6.1,Неплохо,"азиатская, смешанная, европейская",ул. Леснозаводская 1,Пн–Вс: 11:00 — 01:00,950,живая музыка,живая музыка,6.0,6.4,6.3
1654,Ливерпуль,https://www.restoclub.ru/spb/place/liverpul,"Демократичный паб, посвященный группе The Beatles",37,6.7,Неплохо,"смешанная, европейская",ул. Маяковского 16,"Пн–Чт: 12:00 — 01:00, Пт–Сб: 12:00 — 03:00, Вс: 12:00 — 01:00",1150,"живая музыка, dj, спортивные трансляции, бильярд","Демократичный паб, посвященный группе The Beatles. Один из старейших баров города: «Ливерпулю» больше 20 лет. Кирпичные стены двух залов сплошь увешаны портретами «ливерпульской четверки» и фотографиями «звезд», побывавших в заведении. В меню – пивные закуски, бургеры, стейки. Каждый вечер играет живая музыка: в основном рок-н-ролл и каверы «Битлз». Нередки спортивные трансляции.            живая музыкаdjспортивные трансляциибильярд",6.2,7.8,6.4
1655,Paulaner Nevsky Prospekt,https://www.restoclub.ru/spb/place/paulaner-nesky-prospekt,Двухуровневый пивной ресторан при отеле «Park Inn by Radisson Невский»,36,6.8,Неплохо,"немецкая, европейская",пр. Невский 89,"Чт–Сб: 12:00 — 01:00, Пн–Ср: 12:00 — 23:00, Вс: 12:00 — 23:00",1400,"при отеле, живая музыка, спортивные трансляции, завтрак, бизнес-ланч","Двухуровневый пивной ресторан при отеле «Park Inn by Radisson Невский». Интерьер нейтральный, современный, без лишних декораций. Классика баварской кухни дополнена авторскими и вегетарианскими блюдами. Есть фирменное и сезонное пиво. Вечерами с понедельника по субботу музыканты играют рок-н-ролл.            при отележивая музыкаспортивные трансляциизавтракбизнес-ланч",6.6,7.4,6.7
1656,Slasty Store,https://www.restoclub.ru/spb/place/slasty-store,Кондитерская с десертами из натуральных продуктов на 20-ой линии В.О.,2,7.0,Хорошо,,В.О. 20-я линия 11,Пн–Вс: 09:00 — 20:00,1500,"завтрак, кулинарные мастер-классы, парковка","Кондитерская с десертами из натуральных продуктов на 20-ой линии В.О.   В ассортименте — 7 видов тортов,  11 видов капкейков, различные пирожные и кексы.  Вся продукция готовится без добавления ароматизаторов, загустителей и других консервантов. В Slasty Store можно заказать свадебные торты и десерты для различных праздников.            завтраккулинарные мастер-классыпарковка",6.8,8.4,5.8
1657,Усадьба,https://www.restoclub.ru/spb/place/usadba-5,Семейный ресторан в стиле русской избы на Пискаревском проспекте,10,6.6,Неплохо,"грузинская, европейская, кавказская",пр. Пискаревский 150 корп.2,Пн–Вс: 11:00 — 00:00,850,"детское меню, детская комната, живая музыка, кальян, завтрак","Семейный ресторан в стиле русской избы на Пискаревском проспекте. Снаружи ресторан выглядит как старинная усадьба: бревенчатые стены без отделки, просторная терраса с деревянной мебелью.  Внутри интерьер выглядит современно и просто: столики с белой скатертью, на стенах рамки с фотографиями.  Есть небольшие детали в русском стиле вроде массивной люстры-деревянного колеса и глиняных ваз на полках. Для детей отведена небольшая комната с игрушками и телевизором. В меню ресторана — грузинские и европейские блюда (чашушули с говядиной, хинкали, запеченный лосось в фольге, свинина по-французски). Из выпечки — несколько видов хачапури.            детское менюдетская комнатаживая музыкакальянзавтрак",8.3,8.2,6.1
1658,Хан Бай,https://www.restoclub.ru/spb/place/han-baj,Большой ресторан азербайджанской кухни в отдельном здании,9,6.8,Неплохо,"смешанная, европейская, кавказская",ул. Народная 87б,Пн–Вс: 12:00 — 00:00,900,"живая музыка, кальян, завтрак, бизнес-ланч","Большой ресторан азербайджанской кухни в отдельном здании. В интерьере чувствуются восточные мотивы: теплые тона, отделка камнем, на стене разместилась карта Азербайджана. В меню — классика национальной кухни; чай подают на восточный манер. Представлены паровые коктейли.            живая музыкакальянзавтракбизнес-ланч",7.2,7.2,6.4
1659,Хачапури,https://www.restoclub.ru/spb/place/hachapuri-5,Семейный грузинский ресторан на юге города,16,7.1,Хорошо,грузинская,пр. Ветеранов 109,"Пт–Сб: 11:00 — 02:00, Вс: 11:00 — 00:00, Пн–Чт: 11:00 — 00:00",950,"детское меню, детская комната, живая музыка","Семейный грузинский ресторан на юге города. В меню — классика грузинской кухни, в барной карте акцент сделан на вина. Для маленьких посетителей в заведении предусмотрена детская комната, также действует специальное детское меню. По выходным здесь проходят вечера живой музыки.            детское менюдетская комнатаживая музыка",6.8,7.6,7.3
1660,Шикари,https://www.restoclub.ru/spb/place/shikari-6,Круглосуточный паназиатский ресторан на Невском проспекте,7,7.0,Хорошо,азиатская,пр. Невский 30,Пн–Вс: Круглосуточно,1300,,"Круглосуточный паназиатский ресторан на Невском проспекте. В меню «Шикари» — все азиатские специалитеты по аутентичным рецептам. Каждое название отмечено геолокацией, чтобы гость смог выбрать себе вкус определенной страны. Можно попробовать индийский плов «Касария» с курицей или корейский «Горячий кукси» — лапшу с мясным бульоном и овощами. Из напитков предлагают индийский ласси на основе йогурта, кокосовую воду из Таиланда, разные лимонады и чаи. В алкогольной карте — фирменные коктейли с восточными специями. В качестве комплимента гостям подают фирменный имбирный напиток и дарят символические браслеты.",5.6,8.2,7.2
1661,Alpenhaus,https://www.restoclub.ru/spb/place/alpenhaus,Масштабный двухэтажный ресторан с собственной пивоварней на Южной дороге,8,6.4,Неплохо,"немецкая, европейская, крафтовое пиво",Южная дорога 17,"Ср–Чт: 13:00 — 23:00, Пн–Вт: Выходной, Вс: 13:00 — 23:00, Пт–Сб: 13:00 — 00:00",1250,"бранч, живая музыка, шоу-программа, спортивные трансляции, своя пивоварня","Масштабный двухэтажный ресторан с собственной пивоварней на Южной дороге. «Альпенхаус» работает под мероприятия, например, во время крупных спортивных матчей. Снаружи и внутри заведение напоминает альпийский охотничий дом. Ресторан рассчитан на 1000 посадочных мест. Пивной цех построен по индивидуальному проекту специалистами всемирно известной баварской компании. «Альпенхаус» находится рядом с пивным рестораном «Карл и Фридрих», между ними установлена специальная конструкция — «пивной мост», соединяющий цеха в обоих заведениях. Главная особенность ресторана — фирменное нефильтрованное пиво собственного производства. В компанию к нему предлагают баварские закуски.            бранчживая музыкашоу-программаспортивные трансляциисвоя пивоварня",5.4,6.7,7.2
1662,Beer Hall,https://www.restoclub.ru/spb/place/beer-hall,Пивной бар с полноценной кухней на улице Оптиков,9,6.6,Неплохо,"смешанная, европейская, крафтовое пиво",ул. Оптиков 34к1,"Вс: 14:00 — 01:00, Пт–Сб: 14:00 — 03:00, Пн–Чт: 14:00 — 01:00",1400,"детское меню, детская комната, караоке, живая музыка, шоу-программа","Пивной бар с полноценной кухней на улице Оптиков. За массивной контактной барной стойкой разливают почти два десятка сортов пива, подают классические и фирменные коктейли, есть подборка вин Старого и Нового Света. На закуску предлагают колбасы, соленья и маринады, различные снеки. В меню вошли легкие салаты, супы, блюда на гриле и шашлыки. Для детей оборудована игровая комната и представлено отдельное меню. В Beer Hall на 10 телевизионных панелях показывают спортивные трансляции, а по выходным проходят концерты живой музыки.            детское менюдетская комнатакараокеживая музыкашоу-программа",6.6,7.0,6.0
